candidate_id,candidate_path,query,variant,operator_query,seo_frequency,returned_phrase,frequency_status,match_method,seo_region_id,seo_region,seo_period,seo_devices,observed_at,source_url
"game-console-to-tv","/kak-podklyuchit-igrovuyu-pristavku-k-televizoru/","как подключить игровую приставку к телевизору","connect-fixed-wordforms","""[как !подключить !игровую !приставку к !телевизору]""","2460","как подключить игровую приставку к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"game-console-to-tv","/kak-podklyuchit-igrovuyu-pristavku-k-televizoru/","как подключить playstation к телевизору","playstation-fixed-wordforms","""[как !подключить playstation к !телевизору]""","1115","как подключить playstation к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"game-console-to-tv","/kak-podklyuchit-igrovuyu-pristavku-k-televizoru/","как настроить телевизор для игр","game-mode-fixed-wordforms","""[как !настроить !телевизор для !игр]""","118","как настроить телевизор для игр","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"game-console-to-tv","/kak-podklyuchit-igrovuyu-pristavku-k-televizoru/","телевизор не видит игровую приставку","not-seen-fixed-wordforms","""[!телевизор не !видит !игровую !приставку]""","66","телевизор не видит игровую приставку","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-headphones","/kak-podklyuchit-naushniki-k-televizoru/","как подключить наушники к телевизору","connect-fixed-wordforms","""[как !подключить !наушники к !телевизору]""","7992","как подключить наушники к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-headphones","/kak-podklyuchit-naushniki-k-televizoru/","беспроводные наушники к телевизору","wireless-fixed-wordforms","""[!беспроводные !наушники к !телевизору]""","4986","беспроводные наушники к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-headphones","/kak-podklyuchit-naushniki-k-televizoru/","как подключить блютуз наушники к телевизору","bluetooth-connect-fixed-wordforms","""[как !подключить !блютуз !наушники к !телевизору]""","1610","как подключить блютуз наушники к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-headphones","/kak-podklyuchit-naushniki-k-televizoru/","телевизор не видит блютуз наушники","not-seen-fixed-wordforms","""[!телевизор не !видит !блютуз !наушники]""","83","телевизор не видит блютуз наушники","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-microphone","/kak-podklyuchit-mikrofon-k-televizoru/","как подключить микрофон к телевизору","connect-fixed-wordforms","""[как !подключить !микрофон к !телевизору]""","690","как подключить микрофон к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-microphone","/kak-podklyuchit-mikrofon-k-televizoru/","микрофон для караоке к телевизору","karaoke-fixed-wordforms","""[!микрофон для !караоке к !телевизору]""","588","микрофон для караоке к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-microphone","/kak-podklyuchit-mikrofon-k-televizoru/","как подключить беспроводной микрофон к телевизору","wireless-fixed-wordforms","""[как !подключить !беспроводной !микрофон к !телевизору]""","75","как подключить беспроводной микрофон к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-microphone","/kak-podklyuchit-mikrofon-k-televizoru/","телевизор не видит микрофон","not-seen-fixed-wordforms","""[!телевизор не !видит !микрофон]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-power-consumption","/skolko-elektroenergii-potreblyaet-televizor/","сколько ватт потребляет телевизор","watts-fixed-wordforms","""[!сколько !ватт !потребляет !телевизор]""","2030","сколько ватт потребляет телевизор","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-power-consumption","/skolko-elektroenergii-potreblyaet-televizor/","сколько электроэнергии потребляет телевизор","energy-fixed-wordforms","""[!сколько !электроэнергии !потребляет !телевизор]""","1073","сколько электроэнергии потребляет телевизор","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-power-consumption","/skolko-elektroenergii-potreblyaet-televizor/","потребление электроэнергии телевизором","consumption-fixed-wordforms","""[!потребление !электроэнергии !телевизором]""","624","потребление электроэнергии телевизором","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-power-consumption","/skolko-elektroenergii-potreblyaet-televizor/","сколько электричества расходует телевизор","electricity-fixed-wordforms","""[!сколько !электричества !расходует !телевизор]""","","","no_data","no_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-speakers","/kak-podklyuchit-kolonki-k-televizoru/","как подключить колонки к телевизору","connect-fixed-wordforms","""[как !подключить !колонки к !телевизору]""","10429","как подключить колонки к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-speakers","/kak-podklyuchit-kolonki-k-televizoru/","телевизор не видит колонки","not-seen-fixed-wordforms","""[!телевизор не !видит !колонки]""","87","телевизор не видит колонки","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-speakers","/kak-podklyuchit-kolonki-k-televizoru/","внешние колонки для телевизора","external-fixed-wordforms","""[!внешние !колонки для !телевизора]""","65","внешние колонки для телевизора","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
"tv-speakers","/kak-podklyuchit-kolonki-k-televizoru/","как подключить активные колонки к телевизору","active-fixed-wordforms","""[как !подключить !активные !колонки к !телевизору]""","58","как подключить активные колонки к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T17:22:52.140Z","https://wordstat.yandex.ru/"
